"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Sanmartin, Reiver","665665","1","-19.8",0,"89.8","89.8","89.8",,"89.8","7","7",,"0",0,"0",0,0
"Rosso, Ramón","665759","1",,0,,,,,,"1","1",,"0",0,"0",0,0
"Cobb, Alex","502171","1","34.3",0,"80.1","80.1","80.1","80.1",,"299","299",,"0",0,"0",0,0
"Gushue, Taylor","656494","1","36.8",0,"87.1","87.1","87.1","87.1",,"314","314",,"0",0,"0",0,0
"Alvarez, Jose","501625","1",,0,,,,,,"1","1",,"0",0,"0",0,0
"Owen, Hunter","670462","1","4.9",0,"71.1","71.1","71.1",,"71.1","63","63",,"0",0,"0",0,0
"Quintana, Jose","500779","1","3.9",0,"76.2","76.2","76.2",,"76.2","80","80",,"0",0,"0",0,0
"Nance, Tommy","667297","1","-20.4",0,"97.3","97.3","97.3",,"97.3","7","7",,"1",100,"0",0,0
"Hunter, Tommy","488984","1","8.8",100,"99.7","99.7","99.7","99.7",,"152","152",,"1",100,"0",0,0
"Sánchez, Miguel","667376","1","-41.1",0,"66.9","66.9","66.9",,"66.9","4","4",,"0",0,"0",0,0
"King, John","667463","1",,0,,,,,,"11","11",,"0",0,"0",0,0
"Zimmermann, Bruce","669145","1","-60.9",0,"88.4","88.4","88.4",,"88.4","1","1",,"0",0,"0",0,0
"Bender, Anthony","669622","1","-1",0,"106.7","106.7","106.7",,"106.7","50","50",,"1",100,"0",0,0
"May, Dustin","669160","1",,0,,,,,,"0","0",,"0",0,"0",0,0
"Skubal, Tarik","669373","1",,0,,,,,,"37","37",,"0",0,"0",0,0
"Melancon, Mark","453343","1",,0,,,,,,"5","5",,"0",0,"0",0,0
"Morejon, Adrian","670970","1","-12",0,"97.4","97.4","97.4",,"97.4","11","11",,"1",100,"0",0,0
"Strider, Spencer","675911","1",,0,,,,,,"5","5",,"0",0,"0",0,0
"Guerra, Junior","448855","1","5.8",0,"74.9","74.9","74.9",,"74.9","95","95",,"0",0,"0",0,0
"Bard, Daniel","453268","1","10.7",100,"99.9","99.9","99.9","99.9",,"198","198",,"1",100,"0",0,0
"Kluber, Corey","446372","1","-4.5",0,"64.9","64.9","64.9",,"64.9","23","23",,"0",0,"0",0,0
"Ladendorf, Tyler","502285","1","-32.3",0,"90","90","90",,"90","5","5",,"0",0,"0",0,0
"Detwiler, Ross","446321","1","1.3",0,"96.7","96.7","96.7",,"96.7","79","79",,"1",100,"0",0,0
"Rodriguez, Jefry","622446","1","-1.7",0,"109.6","109.6","109.6",,"109.6","48","48",,"1",100,"0",0,0
"Smith, Drew","622098","1","-34.8",0,"72.8","72.8","72.8",,"72.8","3","3",,"0",0,"0",0,0
"Antone, Tejay","622088","1",,0,,,,,,"27","27",,"0",0,"0",0,0
"Almonte, Yency","622075","1","-31.5",0,"95.5","95.5","95.5",,"95.5","4","4",,"1",100,"0",0,0
"Castellani, Ryan","624418","1","-10.4",0,"89.4","89.4","89.4",,"89.4","7","7",,"0",0,"0",0,0
"Clay, Sam","621348","1",,0,,,,,,"2","2",,"0",0,"0",0,0
"McCullers Jr., Lance","621121","1","-18.8",0,"88.4","88.4","88.4",,"88.4","7","7",,"0",0,"0",0,0
"Reyes, Alex","621052","1","21.5",100,"96.7","96.7","96.7","96.7",,"355","355",,"1",100,"0",0,0
"Alexander, Tyler","641302","1",,0,,,,,,,,,"0",0,"0",0,0
"Bickford, Phil","641360","1","-12.2",0,"94.8","94.8","94.8",,"94.8","11","11",,"0",0,"0",0,0
"Cortes, Nestor","641482","1","3.9",0,"65.2","65.2","65.2",,"65.2","57","57",,"0",0,"0",0,0
"Ruiz, José","614179","1","-3.9",0,"77.1","77.1","77.1",,"77.1","37","37",,"0",0,"0",0,0
"Voth, Austin","608723","1","3.1",0,"72.6","72.6","72.6",,"72.6","60","60",,"0",0,"0",0,0
"Hendrix, Ryan","641682","1","-7.6",0,"99.6","99.6","99.6",,"99.6","25","25",,"1",100,"0",0,0
"Suter, Brent","608718","1",,0,,,,,,"5","5",,"0",0,"0",0,0
"Sims, Lucas","608371","1","-48.5",0,"54.6","54.6","54.6",,"54.6","3","3",,"0",0,"0",0,0
"Hudson, Dakota","641712","1","-58.7",0,"66.3","66.3","66.3",,"66.3","1","1",,"0",0,"0",0,0
"Giolito, Lucas","608337","1","0",0,"105.6","105.6","105.6",,"105.6","59","59",,"1",100,"0",0,0
"Littell, Zack","641793","1","7",0,"97.2","97.2","97.2","97.2",,"170","170",,"1",100,"0",0,0
"Whitlock, Garrett","676477","1","15.7",100,"80.2","80.2","80.2","80.2",,"212","212",,"0",0,"0",0,0
"Lugo, Seth","607625","1",,0,,,,,,"36","36",,"0",0,"0",0,0
"Harper, Ryne","607560","1",,0,,,,,,"3","3",,"0",0,"0",0,0
"Banda, Anthony","607455","1","2.3",0,"83.1","83.1","83.1",,"83.1","62","62",,"0",0,"0",0,0
"Pagán, Emilio","641941","1","57",0,"57","57","57",,,"127","127",,"0",0,"0",0,0
"Gsellman, Robert","607229","1","-53.7",0,"97.1","97.1","97.1",,"97.1","2","2",,"1",100,"0",0,0
"Romano, Sal","607219","1","-69.4",0,"41.6","41.6","41.6",,"41.6","1","1",,"0",0,"0",0,0
"Sherfy, James","642073","1","-2.3",0,"70.6","70.6","70.6",,"70.6","28","28",,"0",0,"0",0,0
"Ramírez, Yefry","606162","1","-28.7",0,"83","83","83",,"83","4","4",,"0",0,"0",0,0
"López, Jorge","605347","1","-33.6",0,"75.6","75.6","75.6",,"75.6","3","3",,"0",0,"0",0,0
"Cimber, Adam","643256","1","19.9",100,"86.3","86.3","86.3","86.3",,"278","278",,"0",0,"0",0,0
"Hess, David","605276","1","-42.5",0,"81.3","81.3","81.3",,"81.3","2","2",,"0",0,"0",0,0
"Bundy, Dylan","605164","1","-25.1",0,"91.4","91.4","91.4",,"91.4","4","4",,"0",0,"0",0,0
"Dunn, Justin","643290","1","27.3",100,"95.1","95.1","95.1","95.1",,"351","351",,"1",100,"0",0,0
"Reed, Jake","596082","1","-19.5",0,"86","86","86",,"86","7","7",,"0",0,"0",0,0
"Godley, Zack","643327","1",,0,,,,,,"12","12",,"0",0,"0",0,0
"Junis, Jakob","596001","1",,0,,,,,,"1","1",,"0",0,"0",0,0
"Winkler, Dan","595465","1","-58.1",0,"60.3","60.3","60.3",,"60.3","2","2",,"0",0,"0",0,0
"Jax, Griffin","643377","1","56.1",0,"82.7","82.7","82.7","82.7",,"186","186",,"0",0,"0",0,0
"Okert, Steven","595345","1","-2.5",0,"93.9","93.9","93.9",,"93.9","33","33",,"0",0,"0",0,0
"Pop, Zach","647315","1",,0,,,,,,"0","0",,"0",0,"0",0,0
"Greinke, Zack","425844","1","39.2",0,"93.5","93.5","93.5","93.5",,"310","310",,"0",0,"0",0,0
"Suero, Wander","593833","1","-31.8",0,"81.7","81.7","81.7",,"81.7","3","3",,"0",0,"0",0,0
"Montas, Frankie","593423","1","-10",0,"88.1","88.1","88.1",,"88.1","14","14",,"0",0,"0",0,0
"Madero, Luís","650347","1",,0,,,,,,"17","17",,"0",0,"0",0,0
"Jackson, Andre","656578","1","-35.6",0,"80.4","80.4","80.4",,"80.4","2","2",,"0",0,"0",0,0
"Germán, Domingo","593334","1",,0,,,,,,"2","2",,"0",0,"0",0,0
"Kopech, Michael","656629","1","-40.8",0,"80.4","80.4","80.4",,"80.4","3","3",,"0",0,"0",0,0
"Martin, Corbin","656686","1","16.9",100,"94.4","94.4","94.4","94.4",,"293","293",,"0",0,"0",0,0
